"","logFC","logCPM","PValue","FDR"
"MPPED2",4.24083263126517,2.84888852926537,2.4699852370824e-07,1.11002312737929e-06
"CCS",-2.48395857803678,4.37390194003198,2.47315754481333e-07,1.11111808767275e-06
"CNP",2.95778601880454,8.04222599455808,2.49441892621945e-07,1.12033687644003e-06
"SERINC5",-2.53200610165209,6.9201901196594,2.49675940748217e-07,1.12105462542316e-06
"GCLC",-2.30835147558548,6.81551208942461,2.51887271474027e-07,1.13064738384596e-06
"SEMA4F",3.10037752753405,3.9125006329666,2.51962686287968e-07,1.13064979582417e-06
"BTN3A2",-2.78105276032944,4.39293015942036,2.52496724195076e-07,1.13270960646038e-06
"SUSD3",-3.90075538941863,2.84740880288141,2.56052948481713e-07,1.14832180637774e-06
"FANCC",-4.22368171024547,5.29973517811099,2.56398602841536e-07,1.14953055311971e-06
"LANCL1",2.26063110846151,7.52208832049642,2.58425192469158e-07,1.15827260501166e-06
"ALDH9A1",-2.52938528768559,7.47177039299371,2.61512653285537e-07,1.17176292718446e-06
"SLC25A39",-2.2559234752032,5.34828889725615,2.62048382036036e-07,1.17381506044027e-06
"GNG5",-3.13253730960332,3.18983682516576,2.63021222561415e-07,1.177823386915e-06
"MPDU1",-2.23339575062655,5.35505469939411,2.63941604836883e-07,1.18159449541563e-06
"PARD3",-2.19826985036912,5.45199289965205,2.66260481758429e-07,1.19162219162782e-06
"CTSD",-2.27887473355279,8.67333696563441,2.67843242343667e-07,1.19835050648574e-06
"LOC730102",-3.04828777604366,3.61062186491534,2.7123206908831e-07,1.21315291564973e-06
"PLEKHD1",7.95546444318426,1.23764922831775,2.72449887321632e-07,1.21823905790839e-06
"CD48",-5.28373905069411,0.398150426350256,2.73068356320912e-07,1.22064303743214e-06
"TMED5",-2.37148890703927,6.9482570544036,2.73858878521281e-07,1.22381446157779e-06
"GSTO1",-2.75533903315584,7.20119461002173,2.75136244575075e-07,1.22915896245078e-06
"CLPTM1L",-2.43388813273286,6.68482882492998,2.7835510259005e-07,1.24317126563436e-06
"TGFBR3",-2.67287621868463,5.8384579832183,2.79211812119663e-07,1.24662872945207e-06
"RPS6KA6",2.72202046626988,3.71503118584825,2.81250939838614e-07,1.25536186567043e-06
"YEATS2",2.18881680332884,5.76503283959494,2.86156478564399e-07,1.27688026782578e-06
"RBKS",-3.21555884008059,3.42245628746812,2.88919705595687e-07,1.28882941048593e-06
"PFN1",-2.2123483390897,6.43596217563208,2.90677671554869e-07,1.29628849393931e-06
"PCP4L1",2.9732215693103,3.77504087118374,2.93934965522309e-07,1.31042751089072e-06
"SCAMP2",-2.34520863647622,4.46235761618671,2.9528040843921e-07,1.31603723950179e-06
"P4HTM",2.38917217863738,4.99424336813642,2.97567931782183e-07,1.32584118321362e-06
"TLE4",2.32423151195703,5.05841533854929,2.98476408868252e-07,1.32949668846921e-06
"TRPC3",5.05533848811165,2.15809001850264,3.02798430392084e-07,1.34835042728412e-06
"HN1L",-2.61647736249273,5.53878310154592,3.04055500337289e-07,1.3535489549213e-06
"LRRC4C",4.25396756174475,4.43554416469749,3.04340484830014e-07,1.3544183085568e-06
"FAM46A",-3.59091885902561,5.10875056904042,3.05092737026245e-07,1.35736603685807e-06
"TAF4B",3.89907821609942,3.17566735293314,3.05670017325562e-07,1.35953380312695e-06
"WDR81",-2.2439627831344,5.71876658400983,3.06189990094986e-07,1.36144548010433e-06
"SLC34A2",-5.14602232224995,0.10483419123146,3.07980916402068e-07,1.36900554538452e-06
"PHYHD1",-2.61786818404182,4.29511452527417,3.08816659796575e-07,1.37231652823081e-06
"TMED2",-2.20729325678213,7.8068444098242,3.13796294779806e-07,1.39403473114889e-06
"SFXN3",2.72506382370498,5.04146978010536,3.15031078790476e-07,1.39910861462829e-06
"ADH5",-2.32902137634766,7.63768460855449,3.16158466294325e-07,1.40350721050768e-06
"SLC9A5",5.83244931673292,1.6067375500791,3.16207386102458e-07,1.40350721050768e-06
"PTPN4",2.27980622526526,7.34064234639864,3.1701687135057e-07,1.40668667569603e-06
"ACSL4",2.81905458216306,6.12175586276572,3.17916709878278e-07,1.41026507613455e-06
"GAB2",2.58229609863907,5.17038713579552,3.18624058225339e-07,1.41298774719607e-06
"SEPW1",2.30797135411364,7.07783805334066,3.19565135967178e-07,1.41674502439941e-06
"STK3",-2.62651949945119,3.88409520215298,3.22077539525843e-07,1.42746429317295e-06
"PHKG1",4.9020251028479,1.61876948835776,3.22783628572971e-07,1.43017394115371e-06
"EVI2A",3.89666737602815,4.30724875219763,3.25116123988179e-07,1.44008608748064e-06
"ARHGAP22",3.88675444628092,2.22739931154553,3.30254437799191e-07,1.46241701195536e-06
"ZNF519",2.94308933430655,3.40089374706507,3.30644009268594e-07,1.46371285252294e-06
"RALGPS1",2.95434034279907,4.97489825281301,3.35000865738966e-07,1.48222494118963e-06
"TMEM254",-2.43200038123535,4.59775411536795,3.35022100945709e-07,1.48222494118963e-06
"DMTN",2.94883031644148,6.03949618350175,3.36469310766361e-07,1.48819173771882e-06
"SLC2A3",3.40793723697718,5.73970370961183,3.38198723656506e-07,1.49540284837869e-06
"PRRC1",-2.37748239040614,5.77743228165267,3.38954038045058e-07,1.49821443382182e-06
"SLC35C1",-2.76661054313895,4.42798551858207,3.39033027839016e-07,1.49821443382182e-06
"HS3ST2",7.31849942638392,2.30995373250309,3.41955889433749e-07,1.51068868649784e-06
"FABP4",-7.1824148167952,-0.315331619155412,3.50417733334702e-07,1.54761853564025e-06
"ARF3",2.53235324231064,7.26470721019683,3.5182776775627e-07,1.55339160617534e-06
"CDC14B",-2.24534416221631,6.06775607619215,3.5221644487272e-07,1.5546531182631e-06
"CCBE1",-3.62923942514118,3.79588944523572,3.52441216801877e-07,1.55501100430637e-06
"ACSF2",-2.95327437279847,4.97560247639268,3.52503487929849e-07,1.55501100430637e-06
"KIF12",-3.99328448358157,2.60143541200597,3.5333330820675e-07,1.55821640009402e-06
"SPP1",2.89832055270307,5.81446137199572,3.54271397997788e-07,1.56189725832601e-06
"GALE",-2.57948217126107,4.74815611106917,3.56992778658635e-07,1.5734357728387e-06
"ARHGEF35",-5.02855196119081,2.00181578099601,3.57602252387507e-07,1.57566209835172e-06
"SCARNA5",3.12206616246349,4.17030320382785,3.60435461001208e-07,1.58768245656892e-06
"LZTS1",5.04168364710579,4.64206788447237,3.61376949164384e-07,1.59136539293736e-06
"DYSF",-2.37281287680206,5.63943155674643,3.62184442603503e-07,1.59445629251105e-06
"FLT3",6.18889415142291,3.47031544973113,3.62307469910388e-07,1.59453302117367e-06
"DNAJC3",-2.25702652621179,7.25138056302003,3.68981287259567e-07,1.62343165431802e-06
"DDHD2",2.21372176225016,6.56158886767504,3.70863432319829e-07,1.6312373515961e-06
"TUBE1",-2.67379853201806,4.85819015495851,3.71547997978442e-07,1.63377250130299e-06
"MOCS1",-2.24827290171,5.48070218672989,3.7211783748259e-07,1.63580184744894e-06
"PRKAB2",-2.28089930139923,7.07706859436689,3.72918028726441e-07,1.63884232647534e-06
"CARTPT",11.8552403621965,2.72686953155547,3.73341639785261e-07,1.6402265815413e-06
"CELF6",3.04924438622796,3.60815898920554,3.74193497509065e-07,1.6434909285593e-06
"GUCY1B3",3.20298189563534,6.18886844757122,3.74501762491652e-07,1.64436656400813e-06
"LAPTM4A",-2.28766499053669,6.4258771797842,3.75180188992081e-07,1.64686652726175e-06
"PRR15L",-8.10408706568533,-0.989630839998662,3.86045627232192e-07,1.69406828573266e-06
"FOXG1",10.3285242776935,3.57305592422189,3.87276935282457e-07,1.69897783926935e-06
"ZBBX",10.2816933092929,1.19381540595226,3.88041721087397e-07,1.70183850956134e-06
"SNHG16",-2.48888317247597,6.01177419976107,3.94755384431537e-07,1.73077999562027e-06
"SLC6A9",3.7511304103823,2.31486383397171,3.97906154689934e-07,1.7440879349254e-06
"DHRS4-AS1",-2.55877431502587,5.13027897383543,4.0407851535539e-07,1.77062843350737e-06
"CXCL10",-6.45925315709379,0.126032623344906,4.05753874223972e-07,1.77745387315984e-06
"EIF5A2",3.1320529442615,3.68345397834245,4.08991114048292e-07,1.79111537764768e-06
"LOC100130872",-5.22013127798037,2.96873863642921,4.10830616883953e-07,1.7986495549283e-06
"ATP1B3",2.83301529891061,4.48387814103716,4.11201710858938e-07,1.79975241564347e-06
"YWHAG",2.72941557890245,8.50256867934177,4.12914820624295e-07,1.8067266854323e-06
"PPFIBP2",-2.49306488909964,5.15131750729794,4.13250403088997e-07,1.80767123019811e-06
"DGKE",2.32097259120581,5.40736254488631,4.14213592554488e-07,1.81135975892638e-06
"SLC25A42",-2.43049465291934,5.65197637002453,4.14820215846344e-07,1.81348733621303e-06
"LOC145837",-3.66293818795191,2.53162154174034,4.15314466644652e-07,1.81512256044406e-06
"ANKRD18B",5.62427951611492,2.039907341481,4.17573711209224e-07,1.82446847200789e-06
"ZNF681",3.85512820870906,2.87210699678418,4.17932347565998e-07,1.82550721673317e-06
"NALCN",3.91313372016845,6.06331893181201,4.22175963267962e-07,1.84350984538642e-06
"TMEM206",3.35148065684806,3.04864482415577,4.23608715559231e-07,1.84923145560694e-06
"ATOH8",-3.4796042506486,4.25828254155519,4.27440998121e-07,1.86542169700205e-06
"NUPR1",-3.55588122283835,5.42102193888837,4.3570122706794e-07,1.90092127383008e-06
"FMO1",-6.56451435729602,-0.274444234135126,4.44344132553558e-07,1.93806944008051e-06
"PITPNC1",2.23852022445142,5.32307720459243,4.47749219457288e-07,1.95235726647561e-06
"CAMK2N2",4.98528368534156,1.96519382221201,4.48311027392216e-07,1.95424264250071e-06
"ATP6V0A1",2.34006996929007,7.58245718119317,4.53672265847045e-07,1.9770421974864e-06
"SDCCAG3",-2.73290552833759,4.28002409759664,4.54067174203034e-07,1.978192247682e-06
"TOM1L2",2.54208268475213,6.36722217011918,4.54327569767482e-07,1.97875578410412e-06
"MYCN",5.23974495658073,0.387058298900912,4.56219577310572e-07,1.98633352918366e-06
"TPST2",-2.59737092855858,5.50705496591313,4.56330530644907e-07,1.98633352918366e-06
"DQ577440",3.4969406513955,4.02598618191842,4.57863645844522e-07,1.99243257989979e-06
"SRI",2.58320628666376,5.93285217771068,4.5922823404681e-07,1.99779496805152e-06
"CBLN1",7.15682481389115,5.70363658036042,4.61851942248028e-07,2.00863027878607e-06
"RNF125",-3.20058967469756,4.16283916144207,4.64626968776968e-07,2.02011725555203e-06
"PCYOX1",-2.2663278215492,8.21590250611213,4.67093341087861e-07,2.03025603063521e-06
"XPNPEP3",-2.18463462222897,5.2268778031936,4.68105367010049e-07,2.03406936456165e-06
"KIAA0895L",3.19297577932198,3.61554362829457,4.69332630540524e-07,2.03881551241712e-06
"SLC19A2",-2.28316784415125,5.17262886046939,4.73236931152824e-07,2.05518483186875e-06
"SLC7A6",2.99183763787947,3.39349336274876,4.74553067058092e-07,2.06030802546785e-06
"SREBF1",-3.29633515261175,7.54462958043469,4.77116297665481e-07,2.07084107351215e-06
"CHRDL1",3.90037755815931,4.20384145182515,4.83016259876258e-07,2.09584641498032e-06
"MS4A1",-6.09527173917718,-0.695243871324925,4.86601650419575e-07,2.11079716211881e-06
"RIN3",-2.95676995027122,3.38431538556902,4.86804791189012e-07,2.11107189745953e-06
"SFMBT2",2.65308343763707,4.19208500147808,4.87726557952278e-07,2.11446196528263e-06
"STX6",2.33664534960663,5.1919817291759,4.88345723290306e-07,2.11643409220087e-06
"GATA3",-6.43800458039592,-1.07648631050691,4.88461775584109e-07,2.11643409220087e-06
"DNAJC5",2.43532112805435,7.35238988428651,4.89172381737893e-07,2.11890503850894e-06
"NGRN",2.32560089328366,7.39080938462831,4.89582725206567e-07,2.12007431907633e-06
"LOC389332",9.34083171153434,0.300551874974707,4.8974895947485e-07,2.12018614910271e-06
"KCNJ16",4.54794725810219,4.54316214598297,4.90770530234467e-07,2.12399971525952e-06
"ZNF804B",9.02915380369918,0.016192745161634,4.91787332201781e-07,2.12779046310799e-06
"NADK",-2.41039232355006,5.94074702671666,4.93517096467678e-07,2.13466289219763e-06
"HOMER2",-2.36026417980598,5.44562140737797,4.94544237789783e-07,2.13849312446326e-06
"DQ573015",-2.40370453482363,5.14816501394655,4.96934767421576e-07,2.14821499801483e-06
"SLC24A6",-2.4533287559882,3.94161211824977,4.97513193534518e-07,2.15009994916177e-06
"PTBP2",2.28375095573418,5.05142432964962,4.99068951134439e-07,2.15620634109586e-06
"C19orf66",-2.24873002246023,5.66016249256339,5.03348940596197e-07,2.17407580177419e-06
"SLC29A1",-2.58940548682986,5.06987394772055,5.04355261220741e-07,2.17779938359542e-06
"CRADD",-2.45916769504672,3.9388206334374,5.06396632251351e-07,2.18598889279457e-06
"LITAF",-2.32703702027291,5.59620950058883,5.11891765268329e-07,2.20907849544206e-06
"LRRC10B",9.90381427150402,0.834461768109017,5.17742464814377e-07,2.23305958514209e-06
"LOC100506548",2.37140542287535,5.07101236756596,5.17744477323342e-07,2.23305958514209e-06
"SLX1A",-2.68466459118577,4.03132364229575,5.21873444146401e-07,2.25022530171635e-06
"SLC35F4",9.7864062154246,0.734323307552006,5.23869404413799e-07,2.25818669901466e-06
"KLF3",-2.10387217348054,6.31281437917829,5.24936720739062e-07,2.2621416903995e-06
"GRM7",6.19186903960414,3.49888831122411,5.27690472390224e-07,2.27335980972679e-06
"LOC100505835",10.1960617640908,1.12161586183267,5.29021879750659e-07,2.27844563155589e-06
"SEMA6B",3.78648525181849,5.1519746624678,5.32663372215638e-07,2.29347502721874e-06
"RAB13",-2.78377906410789,3.80137769230525,5.35557439967048e-07,2.30527860419111e-06
"MMRN1",-5.35326920047603,4.47822124537965,5.37190494700296e-07,2.31164903675533e-06
"SAR1B",-2.25102456658945,8.14565650047236,5.38680406574235e-07,2.31740003967833e-06
"TBL1X",-2.2669630558596,5.42379345690193,5.40211923113973e-07,2.32332669866733e-06
"PDIA3",-2.24154791872275,7.77087558342288,5.40778091599673e-07,2.32509942572752e-06
"DEFB1",-6.07573221951812,3.60864551180915,5.42961901320124e-07,2.33382428406885e-06
"ARHGAP21",2.09629882888291,8.12453431498398,5.47223534854699e-07,2.35147278779338e-06
"COL5A1",-3.90367183428974,5.14475749664919,5.613722506945e-07,2.41158491763498e-06
"BTBD11",4.2631039371654,4.00113034540755,5.63198845633375e-07,2.41874362032536e-06
"ATP6V1C1",2.31847140275343,7.53573480244237,5.74172021297296e-07,2.46516847358236e-06
"CPQ",-2.44731547685041,5.2069247908659,5.75353137631949e-07,2.46953734458284e-06
"PVALB",6.10531531212255,4.64222926528005,5.78157179767722e-07,2.48086769380296e-06
"RASSF6",-5.33885079826442,0.359352590753046,5.81197315063646e-07,2.49320439132416e-06
"CDC7",3.47935069580221,2.84719195942636,5.82707871923121e-07,2.49897440103355e-06
"TMEM132E",3.60987735924676,2.93836780499092,5.84233578256187e-07,2.50480608508473e-06
"RADIL",5.32150487935663,1.89697111576542,5.85243145185424e-07,2.50842222319043e-06
"TNFRSF10A",-3.89083851931557,1.55289849144399,5.90806543678243e-07,2.53154903789485e-06
"CDR2L",3.19117967329633,3.4386382529798,5.91964851520571e-07,2.5357926972938e-06
"LOC100506190",-2.93479953948766,4.06202551275995,5.92188706922577e-07,2.53603218222658e-06
"PHF15",2.20475011770179,5.3741708944343,5.92407193679339e-07,2.53624854679842e-06
"TOP2A",-4.57700744190012,1.39270826450642,6.10575631444008e-07,2.61329139308518e-06
"SH2D3A",-6.47051913364839,-1.0632144427261,6.1352317268505e-07,2.62516290947698e-06
"CISD3",-2.44998525378124,4.52594162647948,6.16866055603098e-07,2.63871882141835e-06
"ZDHHC17",2.0880918187137,6.23791154835128,6.21050177770883e-07,2.65586453818758e-06
"NR2E1",8.18865586135562,2.30537526815822,6.29423162166965e-07,2.69090876237859e-06
"CLDN11",3.9421576690564,4.72003124300358,6.3080715360733e-07,2.69606227553656e-06
"NCOA7",2.15283188612328,6.77320470922079,6.32036032765048e-07,2.70055011170125e-06
"ETS1",-2.88068438531633,5.63406260233521,6.33915167425028e-07,2.707813020684e-06
"PCYT2",-2.2543925212454,6.65621606205444,6.36055581792793e-07,2.71618758061967e-06
"ABCA9",-2.76647204689876,4.93983961008866,6.36510250962523e-07,2.7173606982002e-06
"SHPK",-2.71275234061281,5.27448727511624,6.36692544842117e-07,2.71737066905483e-06
"HN1",2.62900448861997,4.49636020099974,6.47000402138403e-07,2.76058380115566e-06
"SLCO4A1",4.81591957139865,1.15656468039773,6.48740509283014e-07,2.76722646615071e-06
"TMEM52",-4.21017213858123,1.38041907772782,6.51514192593558e-07,2.77827289131961e-06
"ESYT1",-2.35162232900347,7.11748033406752,6.54821418897392e-07,2.79158764126217e-06
"ATP6V0E1",-2.28233311395561,5.35936812306965,6.59874432094996e-07,2.81233528778844e-06
"CLDN15",-3.40753001015048,2.78809629983926,6.71303080326538e-07,2.86023603638e-06
"MLEC",-2.14759610398761,8.18052189452681,6.7453763517401e-07,2.87320685222216e-06
"AFF3",2.35648504532081,5.30872575967347,6.758182117854e-07,2.87784968921589e-06
"LOC285878",10.7126444746736,1.60846476141301,6.7953401727188e-07,2.89285696667759e-06
"HCP5",-3.11179957461333,2.89656536703902,6.86392961828119e-07,2.92123272931358e-06
"PLXNA1",3.14766100503604,5.86873790787042,6.86704535633173e-07,2.9217352741789e-06
"SLC2A5",4.69738973124088,1.19102550640536,6.87544402889356e-07,2.92448464327585e-06
"HTR2B",-4.18545310825147,1.6029510299898,6.88150448021543e-07,2.92623817660527e-06
"RNPEPL1",-2.78596912312553,4.86297985176412,6.90648983529321e-07,2.93603593786395e-06
"VANGL1",-2.63711806946046,3.46251887621692,6.93052716225495e-07,2.94542527863917e-06
"SYNE1",2.43316685971519,9.29841496456157,6.98911221445237e-07,2.96948774446344e-06
"HLA-E",-2.43820921498823,7.74719927723122,7.06383978850609e-07,3.00039327162987e-06
"CTAGE4",-6.45697288130975,1.07589460257675,7.08360551534455e-07,3.00794272445733e-06
"GJA4",-3.99835326012771,1.99578028747813,7.10361212992694e-07,3.01559019291248e-06
"SST",11.6325621427884,2.50755328911956,7.10791462430539e-07,3.01656860109644e-06
"LARP1B",-2.03857331475407,6.27092916315678,7.15370317886519e-07,3.03514801913078e-06
"SIM1",-7.83950616296434,-1.24199114078777,7.22494246050542e-07,3.06451211105707e-06
"LOC100505702",5.0090527003853,1.7691980344577,7.30490996359322e-07,3.09756081017292e-06
"ADM2",-6.21893072633946,-0.187889582899608,7.37028331598569e-07,3.12440421312139e-06
"SLC38A5",4.90530378043396,1.81846706775835,7.43641747039759e-07,3.151554976228e-06
"SGPL1",-2.19769448236659,6.4614479558989,7.47158785360898e-07,3.165571733712e-06
"NDST3",2.71443316597343,4.39145355876709,7.50786394701342e-07,3.18004896493416e-06
"CNTFR",2.69759454666763,3.5793105014661,7.5295866829105e-07,3.18835554997052e-06
"ADC",3.45474730889567,3.25011818146213,7.56009722166938e-07,3.20037757351297e-06
"NFKBIA",-2.27802130677367,5.61009536084785,7.5851199714435e-07,3.21007039150215e-06
"MRPL12",-2.48673535595797,4.25417008699461,7.59160905001263e-07,3.2119164095038e-06
"PIP4K2A",2.50505216158563,6.09286413305454,7.61688812960402e-07,3.22129607608477e-06
"CPM",-2.64373741745769,5.05877569412466,7.61804522364153e-07,3.22129607608477e-06
"KDM8",-3.58516559754494,5.17558035756861,7.70430378290094e-07,3.25685854204379e-06
"COL24A1",5.64425554661034,2.14136652529392,7.75845125331018e-07,3.27883050447757e-06
"PDE4B",2.72583827128185,5.64617524170554,7.77509915758112e-07,3.28494676215654e-06
"BCL2L2",2.46068816882828,6.25052731385552,7.7834625357509e-07,3.28756039971576e-06
"GPR123",5.38796220953838,3.6827905124575,7.79620471484529e-07,3.29202156583232e-06
"ARL2",2.53133656379169,4.26740842898616,7.82094268903892e-07,3.301544160036e-06
"PARP16",-2.80414057907433,3.52780695886997,7.82849630087882e-07,3.30380922703382e-06
"CPA3",-8.09609881165146,-1.01919329596678,7.88875056189099e-07,3.32830772519011e-06
"LIMS2",-3.3077197861249,3.43221895554225,7.90829700071077e-07,3.33562247795343e-06
"GPR161",2.8811464404207,3.31284609169988,7.94047672346219e-07,3.34826022128676e-06
"ACOT13",-2.41734614525606,5.5031797281877,7.942748573424e-07,3.34828317863491e-06
"SLC16A12",-4.3044607874316,1.16856117140227,8.0010430879381e-07,3.37191600970877e-06
"TBCB",2.22673860175002,5.42668714318582,8.01985954878758e-07,3.37890287909298e-06
"EVC",-2.61269062197478,4.00149398764972,8.02860906102923e-07,3.38164565750464e-06
"SNTG1",4.87424559383504,2.92421692356128,8.05229660994886e-07,3.39067704434545e-06
"PTGIS",-4.62041562825541,4.57808044060895,8.07452025038259e-07,3.39908714192297e-06
"ZIC4",8.89273453975852,4.74957305925907,8.1450384010017e-07,3.42781716430116e-06
"ELOVL6",-3.14017212468327,6.16441084071416,8.16948836186329e-07,3.43714890677447e-06
"TMC7",3.92760876100896,2.55533686821685,8.18465957207116e-07,3.44257268908843e-06
"GCAT",-2.19043126708545,4.9755594700282,8.25710455341548e-07,3.47207682418752e-06
"NLRC5",-2.80320907095107,3.14873680981347,8.28644571356272e-07,3.48344460675938e-06
